name,team,position,overall_rating,age,college,awareness_rating,throw_power_rating,kick_return_rating,lead_block_rating,strength_rating,b_c_vision_rating,catch_in_traffic_rating,play_action_rating,pursuit_rating,plyr_assetname,medium_route_running_rating,catching_rating,acceleration_rating,spin_move_rating,height,finesse_moves_rating,spectacular_catch_rating,run_block_rating,tackle_rating,injury_rating,zone_coverage_rating,weight,plyr_birthdate,running_style_rating,deep_route_running_rating,first_name,years_pro,total_salary,trucking_rating,throw_accuracy_short_rating,juke_move_rating,play_recognition_rating,short_route_running_rating,status,last_name,jersey_num,break_sack_rating,speed_rating,run_block_power_rating,jumping_rating,toughness_rating,throw_on_the_run_rating,man_coverage_rating,stiff_arm_rating,power_moves_rating,iteration,release_rating,hit_power_rating,throw_accuracy_mid_rating,kick_accuracy_rating,pass_block_power_rating,impact_blocking_rating,stamina_rating,carrying_rating,break_tackle_rating,plyr_portrait,kick_power_rating,plyr_handedness,throw_under_pressure_rating,signing_bonus,pass_block_rating,change_of_direction_rating,press_rating,throw_accuracy_deep_rating,archetype,block_shedding_rating,run_block_finesse_rating,team_id,agility_rating,pass_block_finesse_rating,primary_key
Gerri Green,Raiders,LOLB,63,26,Mississippi St.,56,12,10,23,73,55,37,6,79,GreenGerri_20476,27,53,85,44,76,64,44,45,80,88,58,250,9/14/95,Long Stride Loose,22,Gerri,4,880000,40,6,57,54,32,published,Green,56,12,85,45,84,84,6,49,43,58,launch-ratings,27,81,6,9,45,76,71,58,10,9478,14,Right,10,0,45,64,46,6,OLB_SpeedRusher,60,45,23,75,45,20476
Hakeem Adeniji,Bengals,LG,63,24,Kansas,72,15,10,77,84,10,10,6,34,AdenijiHakeem_21108,5,25,72,10,76,23,12,68,36,86,11,302,12/8/97,Long Stride Awkward,5,Hakeem,2,3300000,10,6,10,29,10,published,Adeniji,77,12,67,70,82,90,6,16,10,31,launch-ratings,12,42,6,12,66,80,84,40,11,67,17,Right,14,200000,65,45,10,6,G_Power,30,66,2,43,64,21108
Isaiahh Loudermilk,Steelers,LE,63,24,Wisconsin,61,28,10,29,79,44,40,6,80,LoudermilkIsaiahh_21926,23,51,79,34,78,66,42,45,78,88,24,293,10/10/97,Long Stride Loose,18,Isaiahh,1,3480000,43,6,39,64,28,published,Loudermilk,92,12,70,45,71,84,6,14,43,64,launch-ratings,28,81,6,15,45,78,74,49,29,1582,15,Right,13,320000,45,63,15,6,DE_RunStopper,69,45,29,67,45,21926
J.T. Gray,Saints,FS,63,26,Mississippi St.,56,31,60,10,65,58,51,6,79,GrayJT_13846,20,62,91,59,72,46,62,35,73,91,63,202,1/18/96,Default Stride Loose,15,J.T.,4,2500000,54,6,66,54,30,published,Gray,48,27,90,35,81,81,6,56,61,40,launch-ratings,26,76,6,14,35,53,86,58,51,9786,17,Right,10,1500000,35,81,61,6,S_Zone,54,35,27,83,35,13846
Ja'Tyre Carter,Bears,LG,63,23,Southern,70,12,10,75,85,43,37,6,39,CarterJaTyre_22421,29,43,78,32,75,32,40,63,35,92,10,311,1/15/99,Default Stride Awkward,23,Ja'Tyre,0,3660000,40,6,40,37,32,published,Carter,69,12,72,65,83,76,6,10,39,40,launch-ratings,29,36,6,12,69,81,83,45,42,1255,14,Right,8,120000,67,49,10,6,G_Power,39,61,1,56,65,22421
Jack Sanborn,Bears,ROLB,63,22,Wisconsin,57,25,12,35,72,53,50,6,75,SanbornJack_22195,30,64,87,46,74,43,53,40,78,92,46,234,7/29/00,Default,24,Jack,0,2560000,48,6,54,58,32,published,Sanborn,57,15,80,40,83,90,6,42,49,62,launch-ratings,25,83,6,21,35,83,81,63,47,1936,22,Right,12,10000,35,71,35,6,OLB_RunStopper,76,40,1,79,35,22195
Jacob Harris,Rams,TE,63,25,UCF,57,21,58,37,67,63,75,6,59,HarrisJacob_21743,59,73,89,53,77,34,79,56,53,82,36,215,4/16/97,Long Stride Default,60,Jacob,1,3490000,63,15,62,26,64,published,Harris,87,22,90,51,90,79,10,26,53,26,launch-ratings,60,56,10,19,49,55,80,73,49,1250,15,Right,19,480000,55,79,27,6,TE_VerticalThreat,53,54,24,87,52,21743
Jairon McVea,Rams,FS,63,24,Baylor,59,29,45,16,59,64,54,6,73,McVeaJairon_22563,10,62,93,65,69,52,56,35,65,91,66,185,5/16/98,Short Stride Loose,10,Jairon,0,2570000,35,6,72,62,20,published,McVea,40,14,91,35,86,83,6,60,41,39,launch-ratings,15,80,6,14,35,43,87,64,55,0,15,Right,25,0,35,82,63,6,S_Zone,49,35,24,77,35,22563
Jalen Camp,Texans,WR,63,24,Georgia Tech,63,29,55,31,74,71,80,15,33,CampJalen_21739,63,80,92,65,74,10,79,52,32,86,19,220,7/10/98,Default,59,Jalen,1,1000000,61,15,71,16,65,published,Camp,17,22,89,39,89,77,10,14,56,10,launch-ratings,63,28,10,39,30,51,81,74,68,1220,43,Right,19,0,41,82,21,10,WR_Physical,36,34,32,83,28,21739
Jalen Davis,Bengals,CB,63,26,Utah State,58,30,73,15,53,72,51,6,72,DavisJalen_13286,17,69,90,71,70,42,62,35,57,86,62,185,2/2/96,Short Stride Loose,12,Jalen,4,890000,25,6,78,59,27,published,Davis,35,10,90,35,86,78,6,63,31,25,launch-ratings,15,54,6,25,35,50,87,63,52,9744,25,Right,12,0,35,79,70,6,CB_MantoMan,55,35,2,83,35,13286
Jamal Davis II,Chargers,LOLB,63,27,Akron,50,36,10,10,71,39,35,6,76,DavisIIJamal_20684,32,47,89,45,76,67,40,45,74,87,57,240,7/9/95,Long Stride Loose,32,Jamal,3,1070000,35,6,44,48,32,published,Davis II,44,12,86,45,88,83,6,45,43,59,launch-ratings,25,75,6,16,45,70,73,55,15,9432,20,Right,10,0,45,68,24,6,OLB_SpeedRusher,67,45,8,82,45,20684
James Houston,Lions,LOLB,63,23,Jackson St.,66,21,10,20,72,42,29,10,81,HoustonJames_22406,5,32,91,40,72,61,30,45,74,91,34,244,11/16/98,Default Stride Loose,5,James,0,3670000,34,22,45,63,15,published,Houston,59,22,81,45,92,82,15,27,39,66,launch-ratings,15,84,17,15,45,77,74,35,29,0,17,Right,14,120000,45,67,31,12,OLB_PowerRusher,63,45,19,70,45,22406
Jason Moore Jr,Chargers,WR,63,27,Findlay,52,43,60,29,69,75,78,26,45,MooreJason_20880,65,80,89,71,75,11,82,51,37,87,37,215,6/23/95,Long Stride Default,62,Jason,3,1070000,55,36,74,34,68,published,Moore Jr,11,29,87,26,84,82,29,33,53,11,launch-ratings,67,40,32,22,21,50,80,71,75,471,23,Right,31,0,42,86,30,26,WR_Physical,41,20,8,89,19,20880
Jaylon Moore,Ravens,WR,63,25,Tenn-Martin,62,27,63,29,58,75,78,6,38,MooreJaylon_22516,64,78,91,72,71,10,79,45,34,90,19,191,7/1/97,Default Stride Loose,63,Jaylon,1,710000,39,15,76,15,64,published,Moore,10,23,90,27,87,82,19,15,52,10,launch-ratings,58,33,10,12,20,43,85,73,70,0,14,Right,9,0,33,83,15,6,WR_Playmaker,25,29,25,83,18,22516
Jaylon Jones,Bears,SS,63,24,Ole Miss,49,26,30,23,63,61,53,6,74,JonesJaylon_22530,22,57,93,62,71,26,54,35,64,79,65,190,10/14/97,Default Stride Loose,19,Jaylon,0,2570000,32,6,69,52,25,published,Jones,35,10,92,35,85,78,6,63,35,36,launch-ratings,15,68,6,12,35,54,83,60,45,0,15,Right,14,0,35,90,67,6,S_Hybrid,52,35,1,91,35,22530
Jesse Luketa,Cardinals,LOLB,63,23,Penn State,66,21,10,25,72,41,32,5,80,LuketaJesse_22188,10,39,81,39,75,58,34,45,79,91,44,247,1/15/99,Default Stride Loose,5,Jesse,0,3660000,36,15,43,67,15,published,Luketa,43,18,76,45,89,88,15,36,40,64,launch-ratings,15,83,10,20,45,85,79,42,31,1818,22,Right,10,80000,45,74,25,5,OLB_RunStopper,67,45,7,74,45,22188
JoJo Domann,Colts,MLB,63,25,Nebraska,62,22,10,25,65,60,53,6,73,DomannJoJo_22193,34,67,90,46,73,52,56,45,73,84,70,230,7/28/97,Default,28,JoJo,0,2560000,44,6,55,61,37,published,Domann,57,15,85,45,87,89,6,61,43,46,launch-ratings,31,82,6,55,45,64,85,63,47,1396,52,Right,10,20000,45,74,58,6,MLB_PassCoverage,59,45,10,84,45,22193
Jon Rhattigan,Seahawks,MLB,63,23,Army,55,25,10,54,72,45,37,6,81,RhattiganJon_21957,31,59,84,37,72,55,40,51,81,84,60,236,2/2/99,Default Stride Loose,20,Jon,1,820000,51,6,41,65,34,published,Rhattigan,59,12,80,52,78,88,6,50,50,51,launch-ratings,34,75,6,20,49,75,82,58,48,1597,20,Right,14,0,49,71,40,6,MLB_RunStopper,65,51,28,75,49,21957
Jonathan Ford,Packers,DT,63,23,Miami,65,19,10,33,84,23,15,6,76,FordJonathan_22454,8,32,66,15,77,53,22,45,80,90,14,333,9/28/98,Long Stride Awkward,5,Jonathan,0,3670000,35,6,19,62,12,published,Ford,99,15,57,45,72,79,6,12,33,64,launch-ratings,12,78,6,14,45,86,72,33,25,1636,15,Right,10,120000,45,47,10,6,DT_RunStopper,69,45,20,52,45,22454
Joseph Jones,Titans,MLB,63,28,Northwestern,60,36,10,17,71,45,43,6,80,JonesJoseph_13034,11,62,84,40,72,57,39,45,76,89,63,240,2/21/94,Default Stride Loose,6,Joseph,5,900000,36,6,48,62,21,published,Jones,42,12,86,45,84,81,6,54,32,67,launch-ratings,16,75,6,16,45,67,86,57,27,9825,10,Right,10,0,45,75,47,6,MLB_FieldGeneral,66,45,30,87,45,13034
Josh Ball,Cowboys,RT,63,24,Marshall,64,12,10,79,88,12,15,6,25,BallJosh_21822,12,22,60,10,79,10,15,67,27,85,16,304,5/15/98,Long Stride Awkward,10,Josh,1,3490000,23,6,10,15,15,published,Ball,75,12,66,65,69,87,6,12,10,10,launch-ratings,14,30,6,12,66,85,80,30,13,724,10,Right,14,480000,68,58,10,6,OT_Agile,22,69,11,59,70,21822
Justin Lawler,Titans,LOLB,63,27,SMU,62,30,10,22,76,33,38,6,80,LawlerJustin_13153,23,47,71,21,76,64,36,45,78,85,46,266,12/23/94,Default Stride Awkward,15,Justin,4,900000,36,6,31,64,28,published,Lawler,57,12,72,45,75,90,6,41,27,73,launch-ratings,21,73,6,12,45,77,77,38,31,9844,17,Right,14,0,45,67,20,6,OLB_PowerRusher,74,45,30,70,45,13153
K.J. Britt,Buccaneers,MLB,63,23,Auburn,56,30,10,29,74,33,28,6,78,BrittKJ_21676,5,49,82,34,73,49,25,45,81,89,60,239,6/4/99,Default Stride Awkward,5,K.J.,1,3490000,42,6,35,64,15,published,Britt,52,12,80,45,79,88,6,53,42,52,launch-ratings,15,86,6,20,45,79,84,55,21,982,20,Right,15,260000,45,69,47,6,MLB_RunStopper,66,45,6,71,45,21676
Kary Vincent Jr,Eagles,CB,63,23,LSU,56,22,39,14,50,64,47,6,68,VincentJrKary_21461,41,59,90,65,70,35,60,35,55,89,62,185,2/27/99,Short Stride Loose,33,Kary,1,3490000,20,6,70,62,46,published,Vincent Jr,34,16,92,35,85,75,6,65,30,30,launch-ratings,37,47,6,12,35,41,87,55,47,1312,17,Right,10,0,35,89,60,6,CB_MantoMan,48,35,13,88,35,21461
Keandre Jones,Bengals,ROLB,63,24,Maryland,52,30,30,21,64,34,34,14,78,JonesKeandre_21953,5,42,88,44,75,69,40,45,74,89,56,220,9/24/97,Default,5,Keandre,2,820000,37,19,52,55,15,published,Jones,47,22,85,45,81,75,15,44,43,59,launch-ratings,20,72,13,14,45,66,80,47,19,0,17,Right,25,0,45,69,41,11,OLB_SpeedRusher,60,45,2,80,45,21953
Keisean Nixon,Packers,CB,63,25,South Carolina,55,29,45,18,54,57,55,6,77,NixonKeisean_20723,20,63,91,65,70,45,65,35,59,86,65,200,6/22/97,Short Stride Loose,12,Keisean,3,1100000,45,6,70,56,30,published,Nixon,25,10,92,35,79,84,6,66,35,36,launch-ratings,30,64,6,14,35,50,87,59,52,486,16,Right,10,850000,35,77,70,6,CB_MantoMan,55,35,20,80,35,20723
Kenjon Barner,Buccaneers,HB,63,33,Oregon,59,30,84,37,61,70,52,10,17,BarnerKenjon_381,56,62,87,78,69,20,62,39,29,86,20,195,4/28/89,Default,48,Kenjon,9,1070000,51,10,82,18,61,published,Barner,38,22,89,30,84,80,10,15,45,20,launch-ratings,48,21,10,21,29,33,75,74,76,5678,25,Right,11,0,44,85,20,10,HB_ElusiveBack,25,29,6,88,24,381
Kennedy Brooks,Eagles,HB,63,23,Oklahoma,58,29,56,44,64,83,48,15,40,BrooksKennedy_22059,45,60,93,69,71,23,51,42,36,93,25,209,10/8/98,Short Stride Loose,40,Kennedy,0,2560000,56,20,73,26,52,published,Brooks,49,23,86,34,85,79,15,22,68,25,launch-ratings,44,40,15,16,33,48,86,88,70,1197,20,Right,12,10000,40,77,24,10,HB_ElusiveBack,34,30,13,83,32,22059
Kenny Yeboah,Jets,TE,63,23,Ole Miss,61,29,40,52,70,73,76,6,44,YeboahKenny_21627,59,74,83,63,76,10,75,57,43,88,44,250,10/30/98,Long Stride Loose,57,Kenny,1,820000,67,15,71,39,64,published,Yeboah,88,24,83,55,84,84,10,15,65,10,launch-ratings,62,31,10,58,55,64,80,76,57,0,70,Right,10,0,58,74,34,6,TE_VerticalThreat,40,57,18,82,59,21627
Khalil Davis,Steelers,DT,63,26,Nebraska,59,30,10,48,85,25,10,6,78,DavisKhalil_21243,10,30,84,25,73,67,15,50,78,86,36,308,8/22/96,Default Stride Awkward,6,Khalil,2,1070000,30,6,35,56,15,published,Davis,68,12,81,48,79,78,6,25,35,63,launch-ratings,12,77,6,20,45,78,82,30,24,240,20,Right,16,0,48,57,15,6,DT_RunStopper,63,46,29,62,45,21243
Kristian Welch,Ravens,MLB,63,24,Iowa,63,20,10,16,75,71,48,20,79,WelchKristian_21434,25,57,84,58,75,50,50,45,79,90,61,240,5/24/98,Default Stride Loose,15,Kristian,2,900000,43,25,68,60,33,published,Welch,57,18,81,45,81,86,15,53,51,56,launch-ratings,13,80,21,20,45,78,81,64,48,1086,16,Right,21,0,48,71,44,17,MLB_RunStopper,65,45,25,79,45,21434
Kyle Allen,Texans,QB,63,26,Houston,64,85,11,12,53,52,20,74,28,AllenKyle_13691,17,24,79,70,75,9,20,16,28,89,18,210,3/8/96,Default Stride Loose,15,Kyle,4,470000,27,82,54,21,18,published,Allen,3,60,81,10,71,84,75,12,42,9,launch-ratings,19,11,78,15,14,22,71,56,33,9699,18,Right,75,2000000,17,78,9,76,QB_FieldGeneral,21,10,32,75,18,13691
Kyle Trask,Buccaneers,QB,63,24,Florida,66,84,14,21,57,71,14,73,27,TraskKyle_21558,13,33,80,48,77,10,15,17,26,87,16,236,3/6/98,Long Stride Default,11,Kyle,1,4140000,43,82,58,17,16,published,Trask,2,51,70,13,77,87,77,10,38,10,launch-ratings,14,14,77,38,13,24,79,62,44,902,48,Right,76,1400000,14,73,10,77,QB_FieldGeneral,21,10,6,78,10,21558
Lawrence Cager,Jets,WR,63,25,Georgia,66,29,30,24,69,75,80,19,30,CagerLawrence_21304,64,79,90,68,77,10,82,50,31,86,17,220,8/20/97,Long Stride Default,60,Lawrence,2,1770000,54,20,74,16,65,published,Cager,81,21,86,23,81,79,21,12,63,10,launch-ratings,66,28,15,12,20,43,80,75,69,200,17,Right,19,0,31,75,16,10,WR_Physical,27,17,18,78,18,21304
Luke Wattenberg,Broncos,C,63,24,Washington,72,17,10,83,79,12,15,6,27,WattenbergLuke_22435,5,26,78,14,76,24,15,68,32,91,8,306,9/10/97,Long Stride Awkward,5,Luke,0,3670000,30,6,13,25,15,published,Wattenberg,60,12,66,65,73,69,6,7,19,23,launch-ratings,10,31,6,16,64,77,84,28,7,2015,19,Right,10,280000,67,62,10,6,C_Agile,31,71,4,69,70,22435
Madre Harper,Panthers,CB,63,24,S. Illinois,56,22,40,19,62,56,55,6,71,HarperMadre_21416,26,60,90,64,73,40,62,35,58,87,61,196,10/13/97,Default Stride Loose,20,Madre,2,1070000,32,6,69,57,31,published,Harper,36,15,91,35,93,76,6,63,37,28,launch-ratings,20,70,6,12,35,56,87,61,51,1442,19,Right,13,0,35,83,70,6,CB_MantoMan,54,35,21,87,35,21416
Markquese Bell,Cowboys,SS,63,23,Florida AM,55,36,35,23,59,61,53,26,73,BellMarkquese_22229,31,66,94,58,74,50,61,35,67,90,66,212,1/6/99,Long Stride Loose,29,Markquese,0,2560000,43,33,64,57,34,published,Bell,41,31,92,35,87,81,34,63,44,40,launch-ratings,27,84,31,11,34,62,86,57,52,1170,13,Right,26,20000,34,79,64,28,S_RunSupport,62,35,11,77,34,22229
Marquis Hayes,Cardinals,LG,63,23,Oklahoma,58,20,10,69,86,18,11,6,24,HayesMarquis_22134,10,21,68,16,77,18,16,71,28,90,10,324,2/14/99,Default Stride Awkward,8,Marquis,0,3660000,30,6,17,19,12,published,Hayes,78,10,62,74,63,86,6,10,30,20,launch-ratings,8,38,6,12,69,84,83,20,15,1762,15,Right,10,80000,65,52,10,6,G_Power,35,67,7,54,62,22134
Marquiss Spencer,Broncos,RE,63,25,Mississippi St.,59,23,9,16,83,20,18,6,75,SpencerMarquiss_21890,5,31,74,18,76,65,16,44,73,86,26,301,7/16/97,Long Stride Loose,3,Marquiss,1,880000,27,6,22,59,13,published,Spencer,51,12,77,46,77,83,6,18,27,70,launch-ratings,15,83,6,17,44,82,70,32,11,862,17,Right,10,0,44,62,23,6,DE_PowerRusher,68,45,4,73,45,21890
Matt Dickerson,Cardinals,DT,63,26,UCLA,58,13,10,22,81,13,10,6,77,DickersonMatt_13390,3,30,69,11,77,56,12,45,79,84,33,292,11/9/95,Default Stride Awkward,2,Matt,4,1140000,26,6,17,60,10,published,Dickerson,92,12,70,45,76,86,6,22,29,65,launch-ratings,12,76,6,12,45,81,72,26,10,8869,14,Right,17,0,45,58,10,6,DT_RunStopper,71,45,7,66,45,13390
Maurice Ffrench,Chargers,WR,63,23,Pittsburgh,49,28,77,31,57,79,76,20,37,FfrenchMaurice_22569,69,75,91,74,71,10,71,42,31,90,20,200,1/1/99,Default Stride Loose,60,Maurice,1,830000,42,23,79,24,65,published,Ffrench,80,25,90,22,84,77,26,15,43,10,launch-ratings,56,31,18,17,12,44,84,75,72,0,23,Right,19,0,32,83,15,13,WR_Playmaker,32,14,8,84,12,22569
Max Garcia,Giants,C,63,30,Florida,79,25,10,66,85,10,10,6,30,GarciaMax_2614,5,25,65,10,76,10,12,68,36,88,12,309,11/9/91,Default Stride Awkward,5,Max,7,700000,15,6,10,10,10,published,Garcia,72,12,62,66,70,86,6,12,10,10,launch-ratings,12,18,6,20,71,79,85,35,5,7125,20,Right,16,350000,70,41,10,6,C_Power,25,70,16,45,69,2614
Michael Dunn,Browns,LG,63,28,Maryland,66,24,10,81,85,18,17,6,20,DunnMichael_13899,6,24,76,12,77,10,15,67,35,87,15,315,8/28/94,Default Stride Awkward,5,Michael,4,890000,30,6,18,15,16,published,Dunn,68,12,63,63,67,83,6,12,30,10,launch-ratings,13,20,6,25,66,78,80,20,8,9758,25,Right,15,0,67,49,10,6,G_Agile,20,68,5,59,68,13899
Michael Jordan,Panthers,LG,63,24,Ohio State,75,25,10,80,79,10,10,6,23,JordanMichael_20541,10,30,64,10,78,10,12,69,34,90,15,315,1/25/98,Default Stride Awkward,10,Michael,3,970000,25,6,10,10,10,published,Jordan,73,12,63,68,79,84,6,12,25,10,launch-ratings,12,20,6,22,62,81,85,40,9,9541,24,Right,13,0,64,53,10,6,G_Agile,15,71,21,61,66,20541
Mike Strachan,Colts,WR,63,25,University of Charleston,60,25,45,21,71,76,79,10,30,StrachanMike_21756,64,79,91,65,77,10,81,45,28,90,18,226,8/13/97,Default Stride Loose,61,Mike,1,3490000,50,20,71,17,65,published,Strachan,17,18,88,28,85,80,12,11,52,10,launch-ratings,68,22,15,17,25,40,81,74,70,1143,14,Right,17,100000,29,75,23,10,WR_Physical,32,23,10,85,20,21756
Mike Rose,Chiefs,MLB,63,22,Iowa State,64,18,10,25,68,51,54,6,81,RoseMike_22200,5,66,88,43,76,45,60,45,75,91,54,243,5/25/00,Long Stride Awkward,5,Mike,0,2570000,38,6,49,66,15,published,Rose,48,15,82,45,82,85,6,49,42,50,launch-ratings,15,78,6,20,45,80,84,53,42,1928,21,Right,9,0,45,79,42,6,MLB_RunStopper,71,45,9,83,45,22200
Naquan Jones,Titans,DT,63,24,Michigan St.,72,19,25,41,82,25,23,6,77,JonesNaquan_21880,12,33,52,14,75,54,22,45,78,87,13,313,2/5/98,Long Stride Loose,10,Naquan,1,830000,45,6,15,70,18,published,Jones,90,12,57,45,64,78,6,12,35,71,launch-ratings,12,75,6,15,45,82,75,42,19,930,15,Right,10,0,45,54,14,6,DT_RunStopper,72,45,30,57,45,21880
Nate Brooks,Cardinals,CB,63,25,North Texas,60,30,45,15,55,60,58,6,70,BrooksNate_20909,10,68,90,65,72,43,65,35,50,85,63,192,9/5/96,Default Stride Loose,10,Nate,3,1000000,35,6,68,55,20,published,Brooks,37,10,85,35,94,76,6,65,30,37,launch-ratings,35,53,6,13,35,52,86,60,50,179,18,Right,16,0,35,92,70,6,CB_MantoMan,46,35,7,92,35,20909
Nick Thurman,Falcons,DT,63,27,Houston,59,20,10,34,84,20,19,6,75,ThurmanNick_21425,7,29,76,12,76,49,17,45,81,88,25,305,6/12/95,Long Stride Awkward,4,Nick,3,1000000,27,6,22,61,13,published,Thurman,91,12,66,45,80,88,6,14,27,65,launch-ratings,14,78,6,14,45,82,72,32,15,1533,19,Right,10,0,45,55,13,6,DT_RunStopper,65,45,14,66,45,21425
Nick Allegretti,Chiefs,LG,63,26,Illinois,75,23,14,76,83,14,10,6,35,AllegrettiNick_20724,5,42,69,11,76,17,12,67,41,91,12,320,4/21/96,Default Stride Awkward,5,Nick,3,2540000,25,6,12,27,19,published,Allegretti,73,12,62,63,73,86,6,12,38,22,launch-ratings,12,35,6,17,71,80,81,40,6,1390,22,Right,12,100000,68,57,10,6,G_Power,31,68,9,66,66,20724
Nick Ralston,Cowboys,FB,63,25,UL Lafayette,57,28,45,69,68,70,60,5,66,RalstonNick_22559,50,67,84,60,72,36,66,57,58,88,38,237,11/10/96,Default,44,Nick,1,1770000,70,15,66,54,58,published,Ralston,46,19,77,51,78,75,5,24,68,48,launch-ratings,48,64,10,21,52,54,82,73,57,0,22,Right,8,0,61,74,24,5,FB_Utility,55,54,11,78,56,22559
Nick Bellore,Seahawks,FB,63,33,Central Michigan,76,25,10,77,80,50,47,6,76,BelloreNick_10939,40,61,76,48,73,50,40,63,83,87,70,250,5/12/89,Default Stride Awkward,33,Nick,11,3250000,60,6,56,72,52,published,Bellore,44,12,77,57,79,80,6,58,55,64,launch-ratings,41,73,6,16,43,64,78,68,28,4947,20,Right,10,1200000,66,78,50,6,FB_Blocking,67,53,28,81,38,10939
Nick Muse,Vikings,TE,63,23,South Carolina,63,30,15,59,82,61,73,13,39,MuseNick_22099,55,76,85,56,77,21,72,60,38,90,26,258,11/25/98,Long Stride Default,50,Nick,0,3650000,65,25,61,35,59,published,Muse,34,22,82,59,75,84,21,20,59,24,launch-ratings,59,40,20,19,58,70,83,74,59,0,21,Right,10,120000,58,75,17,14,TE_Possession,36,59,31,81,57,22099
Niko Lalos,Giants,ROLB,63,25,Dartmouth,65,27,10,13,75,42,47,6,77,LalosNiko_21442,8,60,78,28,77,57,51,45,76,87,57,270,6/25/97,Long Stride Loose,5,Niko,2,880000,29,6,37,63,15,published,Lalos,57,12,73,45,78,79,6,48,35,69,launch-ratings,13,79,6,15,45,75,78,54,18,1469,15,Right,10,0,45,64,44,6,OLB_PowerRusher,68,45,16,74,45,21442
Otito Ogbonnia,Chargers,DT,63,22,UCLA,65,22,9,33,86,22,19,6,74,OgbonniaOtito_22172,8,26,65,22,76,63,18,45,76,92,35,323,8/25/00,Long Stride Awkward,5,Otito,0,3650000,31,6,24,63,14,published,Ogbonnia,93,12,62,45,65,85,6,20,34,67,launch-ratings,14,82,6,19,45,83,72,24,17,1866,18,Right,11,320000,45,45,18,6,DT_RunStopper,70,45,8,53,45,22172
P.J. Locke,Broncos,SS,63,25,Texas,60,27,60,23,66,56,48,15,75,LockePJ_21414,10,63,88,57,70,58,62,16,66,87,64,202,2/12/97,Default Stride Loose,10,P.J.,3,890000,31,15,64,62,20,published,Locke,37,15,87,33,86,89,15,60,47,52,launch-ratings,23,83,10,18,34,69,88,58,40,1475,21,Right,18,0,25,83,63,10,S_RunSupport,56,33,4,82,33,21414
Patrick Johnson,Eagles,LOLB,63,23,Tulane,64,22,13,23,75,39,34,6,78,JohnsonPatrick_21879,15,46,87,28,74,59,37,45,77,90,50,250,1/10/99,Long Stride Loose,12,Patrick,1,3490000,35,6,35,62,21,published,Johnson,48,12,84,45,84,92,6,40,42,65,launch-ratings,21,78,6,21,45,80,74,50,21,946,21,Right,16,100000,45,72,49,6,OLB_PowerRusher,65,45,13,83,45,21879
Patrick Jones II,Vikings,ROLB,63,23,Pittsburgh,68,18,10,16,76,28,22,6,78,JonesIIPatrick_21690,5,38,89,33,77,61,23,45,79,89,39,262,9/29/98,Long Stride Loose,5,Patrick,1,3960000,27,6,37,66,10,published,Jones II,91,12,77,45,78,82,6,30,31,65,launch-ratings,12,76,6,12,45,79,73,41,23,884,17,Right,16,900000,45,65,26,6,OLB_PowerRusher,64,45,31,72,45,21690
Phil Hoskins,Panthers,DT,63,25,Kentucky,61,24,10,33,85,24,26,6,77,HoskinsPhil_21934,7,36,79,29,77,53,30,45,79,85,23,285,1/2/97,Long Stride Awkward,4,Phil,1,3490000,36,6,26,62,15,published,Hoskins,71,12,64,45,74,79,6,15,31,62,launch-ratings,17,78,6,12,45,79,71,35,16,1624,19,Right,17,100000,45,52,16,6,DT_RunStopper,66,45,21,56,45,21934
Raleigh Texada,Packers,CB,63,24,Baylor,60,25,35,15,57,60,51,6,74,TexadaRaleigh_22225,33,60,92,66,70,47,54,25,63,92,65,191,6/30/98,Default Stride Bread Loaf,29,Raleigh,0,2570000,29,6,70,57,37,published,Texada,34,15,91,25,88,84,6,62,31,36,launch-ratings,28,65,6,16,25,42,85,52,51,0,17,Right,10,0,25,88,57,6,CB_Zone,44,25,20,83,25,22225
Rashad Weaver,Titans,ROLB,63,24,Pittsburgh,65,24,10,19,77,43,37,6,76,WeaverRashad_21694,18,44,88,34,76,61,39,45,74,86,42,259,11/10/97,Long Stride Default,15,Rashad,1,3490000,28,6,39,63,24,published,Weaver,99,25,76,45,81,80,6,32,36,69,launch-ratings,26,77,6,17,45,77,70,47,24,888,15,Right,10,640000,45,70,24,6,OLB_PowerRusher,65,45,30,79,45,21694
Rasheed Walker,Packers,LT,63,22,Penn State,55,22,10,74,85,25,15,6,38,WalkerRasheed_22448,5,30,73,24,78,39,20,71,43,89,12,324,2/13/00,Default Stride Awkward,5,Rasheed,0,3670000,30,6,27,33,10,published,Walker,63,12,64,69,69,74,6,10,31,49,launch-ratings,12,42,6,14,73,81,83,36,15,2007,15,Right,11,80000,68,57,10,6,OT_Power,46,73,20,62,63,22448
Robert Jones,Dolphins,LG,63,23,Mid Tenn St.,63,15,10,76,88,40,10,6,27,JonesRobert_21644,5,24,67,15,76,10,12,69,32,89,11,322,1/28/99,Long Stride Awkward,5,Robert,1,2420000,34,6,20,10,10,published,Jones,65,12,62,71,76,83,6,10,32,15,launch-ratings,12,42,6,20,65,84,77,37,32,933,22,Right,13,30000,64,53,10,6,G_Power,35,67,12,48,61,21644
